run_id	num_hits	best_E	best_query	ViralRefSeq_E	ViralRefSeq_ident	ViralRefSeq_aLen/sLen	ViralRefSeq_contigs	ViralRefSeq_subject	ViralRefSeq_taxonomy	date_analyzed
21180_17_S4_R1_001	1	3.00e-01	NCLDV_ssuRiboReduc	3.35e-05	100.0	51 / 51	1	DQ377945.1|Vaccinia virus strain 3737, complete genome	taxid:10245|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-10
21180_17_S4_R1_001	1	3.10e+00	Adeno_penton	1.29e-05	100.0	48 / 51	1	NC_001405.1|Human adenovirus C, complete genome	taxid:129951|Mastadenovirus|Adenoviridae|Rowavirales|Tectiliviricetes|Preplasmiviricota|Bamfordvirae|Varidnaviria	2024-06-10
22733_19_S8_R1_001	1	9.60e-01	Adeno_penton	6.84e-06	100.0	51 / 51	1	NC_001405.1|Human adenovirus C, complete genome	taxid:129951|Mastadenovirus|Adenoviridae|Rowavirales|Tectiliviricetes|Preplasmiviricota|Bamfordvirae|Varidnaviria	2024-06-10
22733_19_S8_R2_001	2	6.20e+00	Adeno_pIIIa	8.68e-05	100.0	51 / 51	2	NC_001405.1|Human adenovirus C, complete genome	taxid:129951|Mastadenovirus|Adenoviridae|Rowavirales|Tectiliviricetes|Preplasmiviricota|Bamfordvirae|Varidnaviria	2024-06-10
25234_19_S65_R1_001	1	6.20e+00	Adeno_penton	2.25e-04	100.0	51 / 51	1	NC_001405.1|Human adenovirus C, complete genome	taxid:129951|Mastadenovirus|Adenoviridae|Rowavirales|Tectiliviricetes|Preplasmiviricota|Bamfordvirae|Varidnaviria	2024-06-10
25234_19_S65_R2_001	1	2.00e+00	NCLDV_ssuRiboReduc	1.00e-02	100.0	48 / 51	1	NC_019495.1|Cyprinid herpesvirus 2 strain ST-J1, complete genome	taxid:317878|Cyvirus cyprinidallo2|Cyvirus|Alloherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-10
25824_19_S1_R1_001	1	3.70e-01	NCLDV_ssuRiboReduc	1.19e-04	100.0	48 / 51	1	DQ377945.1|Vaccinia virus strain 3737, complete genome	taxid:10245|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-11
25824_19_S1_R1_001	1	7.80e-01	NCLDV_ssuRiboReduc	3.09e-04	100.0	51 / 51	1	FN429076.1|Emiliania huxleyi virus 99B1 draft genome sequence	taxid:187397|Coccolithovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-11
25824_19_S1_R1_001	1	1.30e+00	MeML23_mcp	2.00e-02	87.5	48 / 51	1	NC_024451.1|Armadillidium vulgare iridescent virus complete genome	taxid:72201|Invertebrate iridescent virus 31|Iridovirus|Betairidovirinae|Iridoviridae|Pimascovirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-11
25824_19_S1_R1_001	1	3.90e+00	NCLDV_ssuRiboReduc	1.00e-02	100.0	48 / 51	1	NC_019495.1|Cyprinid herpesvirus 2 strain ST-J1, complete genome	taxid:317878|Cyvirus cyprinidallo2|Cyvirus|Alloherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-11
25824_19_S1_R1_001	1	6.00e+00	NCLDV_ssuRiboReduc	2.00e-03	93.8	48 / 51	1	NC_019491.1|Cyprinid herpesvirus 1 strain NG-J1, complete genome	taxid:317858|Cyvirus cyprinidallo1|Cyvirus|Alloherpesviridae|Herpesvirales|Herviviricetes|Peploviricota|Heunggongvirae|Duplodnaviria	2024-06-11
25824_19_S1_R1_001	1	7.10e+00	Adeno_penton	2.44e-05	100.0	48 / 51	1	NC_001405.1|Human adenovirus C, complete genome	taxid:129951|Mastadenovirus|Adenoviridae|Rowavirales|Tectiliviricetes|Preplasmiviricota|Bamfordvirae|Varidnaviria	2024-06-11
25824_19_S1_R2_001	2	7.80e-01	NCLDV_ssuRiboReduc	3.09e-04	100.0	51 / 51	2	FN429076.1|Emiliania huxleyi virus 99B1 draft genome sequence	taxid:187397|Coccolithovirus|Phycodnaviridae|Algavirales|Megaviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-10
25824_19_S1_R2_001	1	7.10e+00	Adeno_pIIIa	8.02e-04	93.8	48 / 51	1	NC_001405.1|Human adenovirus C, complete genome	taxid:129951|Mastadenovirus|Adenoviridae|Rowavirales|Tectiliviricetes|Preplasmiviricota|Bamfordvirae|Varidnaviria	2024-06-10
27971_17_S14_R1_001	1	2.40e+00	NCLDV_ssuRiboReduc	1.00e-02	100.0	48 / 51	1	DQ377945.1|Vaccinia virus strain 3737, complete genome	taxid:10245|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-10
27971_17_S14_R2_001	1	3.60e+00	Adeno_penton	1.64e-04	100.0	51 / 51	1	NC_001405.1|Human adenovirus C, complete genome	taxid:129951|Mastadenovirus|Adenoviridae|Rowavirales|Tectiliviricetes|Preplasmiviricota|Bamfordvirae|Varidnaviria	2024-06-10
27971_17_S14_R2_001	1	9.50e+00	NCLDV_ssuRiboReduc	1.00e-02	93.8	48 / 51	1	NC_030656.1|Pteropox virus strain Australia, complete genome	taxid:1873698|Pteropopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-10
28249_17_S61_R1_001	2	4.00e-01	NCLDV_ssuRiboReduc	1.19e-04	100.0	48 / 51	2	DQ377945.1|Vaccinia virus strain 3737, complete genome	taxid:10245|Orthopoxvirus|Chordopoxvirinae|Poxviridae|Chitovirales|Pokkesviricetes|Nucleocytoviricota|Bamfordvirae|Varidnaviria	2024-06-10
